track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TRAMTEH128F930D496,SOKVEKX12CF530D5AF,ARAZCWP129462A97F1,Bob Marley & The Wailers,Baby We've Got A Date (Rock It Baby),reggae,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,The Prodigy - We Gonna Rock,Daft Punk - Touch It / Technologic,The Prodigy - We Gonna Rock,Vanilla Ice - Ice Is Workin' It,Ringo Starr - Where Did Our Love Go,Floetry - Getting Late,Sarah Connor - French Kissing,Ringo Starr - Where Did Our Love Go,Floetry - Getting Late,Sarah Connor - French Kissing,Ashanti - Rock Wit U (Awww Baby),Ryan Leslie - Just Right,Afroman - Let's All Get Drunk,Ashanti - Rock Wit U (Awww Baby),Ryan Leslie - Just Right,The Prodigy - We Gonna Rock,The Prodigy - We Gonna Rock,Ashanti - Rock Wit U (Awww Baby),T.Rex - The Street And Babe Shadow,Ashanti - Rock Wit U (Awww Baby),The Prodigy - We Gonna Rock,T.Rex - The Street And Babe Shadow
TRCGRJV128F1477322,SOJPUXZ12CF5F8899E,ARAZCWP129462A97F1,Bob Marley & The Wailers,Johnny Was,reggae,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Etta James - W.O.M.A.N.,Little Anthony & The Imperials - Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),John Legend - Stereo,Etta James - W.O.M.A.N.,Little Anthony & The Imperials - Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),John Legend - Stereo,Gyptian - Take My Money,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Gyptian - Take My Money,Janie Fricke - She's Single Again,Shaggy - Luv Me Up,Janie Fricke - She's Single Again,Etta James - W.O.M.A.N.,Ronnie Milsap - A Woman In Love,Janie Fricke - She's Single Again,Etta James - W.O.M.A.N.,Gyptian - Take My Money
TRRVJJF128F9309F02,SOECMGI12CF530E4F3,ARAZCWP129462A97F1,Bob Marley,Riding High,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Britney Spears - Radar,Belleruche - Northern Girls,Brian McKnight - Holdin' On [Missin' U] (Album Version),Johnny Winter - Prodigal Son,Belleruche - Northern Girls,Johnny Winter - Prodigal Son,Brian McKnight - Holdin' On [Missin' U] (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Kurupt - It Ain't About You,The Roots - Quills,Kid Sister - Get Fresh,Jeremih - My Ride,Kid Sister - Get Fresh,Skip James - Cherry Ball Blues,Dropkick Murphys - Sunshine Highway (Album Version),Kid Sister - Get Fresh,The Roots - Quills,Jeremih - My Ride
TRDXHIR128F930E030,SOZKMVA12CF5F87636,ARAZCWP129462A97F1,Bob Marley,Soul Shakedown,reggae,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Eminem - My Darling,Banaroo - Ringa Ding Ding,Mutya Buena - Not Your Baby,Muse - Pink Ego Box,Banaroo - Ringa Ding Ding,Mutya Buena - Not Your Baby,Muse - Pink Ego Box,Vanilla Ice - It's A Party,The Cool Kids - Bassment Party,Afroman - Let's All Get Drunk,Vanilla Ice - It's A Party,Doris Day - (Why Did I Tell You I Was Going To) Shanghai,Andrew W.K. - Long Live The Party,Banaroo - Ringa Ding Ding,Doris Day - (Why Did I Tell You I Was Going To) Shanghai,Andrew W.K. - Long Live The Party,Banaroo - Ringa Ding Ding,Doris Day - (Why Did I Tell You I Was Going To) Shanghai,Andrew W.K. - Long Live The Party
TRDTEUX12903CB4AD7,SOQJCXI12CF5F883FC,ARAZCWP129462A97F1,Bob Marley & The Wailers,Trenchtown Rock,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Natalie Cole - I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),Mississippi Fred McDowell - Bull Dog Blues,Murs - You & I,Natalie Cole - I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),Mississippi Fred McDowell - Bull Dog Blues,Murs - You & I,Lauryn Hill - Interlude 5,Twista - Overdose (Album Version),Onyx - Slam Harder,Steel Pulse - Sound Check,Onyx - Slam,Onyx - Slam Harder,Steel Pulse - Sound Check,The Prodigy - We Gonna Rock,Sammy Hagar - Turn Up The Music,Steel Pulse - Sound Check,Sammy Hagar - Turn Up The Music,The Prodigy - We Gonna Rock
TRVTZTY128E0781E22,SOQUOKX12A6310D863,ARNF13I1187FB562A5,Massive Attack,Eternal Feedback (Sly),reggae,Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Scooter - She's The Sun,Plan B - Stay Too Long,Ben Folds Five - Don't Change Your Plans,Scooter - She's The Sun,Plan B - Stay Too Long,Ben Folds Five - Don't Change Your Plans,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Prince - I Love U In Me ( LP Version),Lauryn Hill - Interlude 5,Keyshia Cole - Heaven Sent,Lyrics Born - L-I-F-E,Dead Kennedys - Your Emotions,Billy Dean - Down To Your Last One More,Project 86 - From December,Dead Kennedys - Your Emotions,Billy Dean - Down To Your Last One More,Project 86 - From December
TRORKSH128F9320C21,SOOLUCH12A6310E8B5,ARAZCWP129462A97F1,Bob Marley & The Wailers,Black Progress,reggae,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Public Image Ltd - Bags,Digable Planets - Slowes' Comb/The May 4th Movement starring Doodlebug,Lightnin' Hopkins - Big Black Cadillac Blues,Public Image Ltd - Bags,Digable Planets - Slowes' Comb/The May 4th Movement starring Doodlebug,Lightnin' Hopkins - Big Black Cadillac Blues,Public Enemy - Fight The Power,Big Brovaz - Find A Way,Twista - No Remorse (Album Version),Public Enemy - Fight The Power,Big Brovaz - Find A Way,Fats Domino - I'm Ready,Steel Pulse - Handsworth Revolution,Public Enemy - Fight The Power,Fats Domino - I'm Ready,Steel Pulse - Handsworth Revolution,Public Enemy - Fight The Power,Fats Domino - I'm Ready
TRGEMSN128E07944A8,SOKCEXR12A6701C3EB,ARAZCWP129462A97F1,Bob Marley & The Wailers,Reggae On Broadway,reggae,Vanilla Ice - It's A Party,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Vanilla Ice - It's A Party,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Britney Spears - Radar,Scandinavian Music Group - Näin minä vihellän matkallani,Groove Armada - Groove Is On,The Replacements - Love You Till Friday,Groove Armada - Groove Is On,Scandinavian Music Group - Näin minä vihellän matkallani,Judee Sill - There's A Rugged Road,The Isley Brothers - Touch Me,Marques Houston - Naked,Lauryn Hill - Interlude 5,The Isley Brothers - Touch Me,Marques Houston - Naked,The Simpsons - Do The Bartman,Keith Sweat - Give Me What I Want (LP Version),Grand Puba - Alamo,Corona - Baby I Need Your Love,Keith Sweat - Give Me What I Want (LP Version),Corona - Baby I Need Your Love,Marques Houston - Naked
TRQMVYN128F4250E38,SOPYZTH12A8C135090,ARAZCWP129462A97F1,Bob Marley,Rebels Hop,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Bob Marley - No Water,Phil Collins - A Groovy Kind Of Love (Live),Amel Larrieux - Sweet Misery,Bob Marley - No Water,Phil Collins - A Groovy Kind Of Love (Live),Amel Larrieux - Sweet Misery,Bob Marley - No Water,R. Kelly - I Mean (I Don't Mean It),Lauryn Hill - Interlude 5,Bob Marley - No Water,R. Kelly - I Mean (I Don't Mean It),Duran Duran - All Along The Water,Bob Marley - No Water,Cat Stevens - Rubylove,Duran Duran - All Along The Water,Bob Marley - No Water,Buck-O-Nine - Silence,Vonda Shepard - Sweet Inspiration
TRDJCNG128F9339544,SOKMGXA12A8C1447B6,ARAZCWP129462A97F1,Bob Marley,Stop The Train,reggae,Rufio - Over It (Acoustic),Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rufio - Over It (Acoustic),Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Björk - Hunter,Lucky Dube - Slave,Little Walter - Key To The Highway,Björk - Hunter,Little Walter - Key To The Highway,Lucky Dube - Slave,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Mobb Deep - Trife Life,Pete Droge - Northern Bound Train,Cat Stevens - Peace Train,Pepper - Tradewinds (LP Version),Bob Marley & The Wailers - This Train,Pete Droge - Northern Bound Train,J.J. Cale - Ridin Home,Bob Marley & The Wailers - This Train,Pete Droge - Northern Bound Train,J.J. Cale - Ridin Home
TRVSWGN12903CB4A44,SOIVBAC12AB0186BFF,ARAZCWP129462A97F1,Bob Marley & The Wailers,This Train,reggae,The Roots - Mellow My Man,C-Block - My Life,Lauryn Hill - Interlude 5,The Roots - Mellow My Man,C-Block - My Life,2Pac - Strictly 4 My N.I.G.G.A.Z.,bathory - Psychopath,Agonoize - C.O.A.,J.J. Cale - Ridin Home,bathory - Psychopath,J.J. Cale - Ridin Home,Agonoize - C.O.A.,Gerry Rafferty - City To City,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Cat Stevens - Peace Train,Gerry Rafferty - City To City,Cat Stevens - Peace Train,Bob Marley - Stop The Train,J.J. Cale - Ridin Home,Gerry Rafferty - City To City,Bukka White - Black Train Blues,J.J. Cale - Ridin Home,Gerry Rafferty - City To City,Bukka White - Black Train Blues
TRNJPBY128F92F621A,SOZQGAL12AB01856DB,ARLSC551187B99C55C,N-Dubz,Defeat You,reggae,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Mario Vazquez - Everytime I...,Mario Vazquez - Everytime I...,Habakuk - Mury,Wild Strawberries - Heroine,Mario Vazquez - Everytime I...,Habakuk - Mury,Wild Strawberries - Heroine,N-Dubz - Feva Las Vegas,Young Jeezy - Still On It,Fabrizio De Andrè - Sinan Capudan Pascià,N-Dubz - Feva Las Vegas,Young Jeezy - Still On It,Fabrizio De Andrè - Sinan Capudan Pascià,N-Dubz - Feva Las Vegas,Habakuk - Mury,Tanya Stephens - Saturday Morning,N-Dubz - Feva Las Vegas,Young Jeezy - Still On It,Tanya Stephens - Saturday Morning
TRINMBD128F92F6211,SOBUZCT12AB0181786,ARLSC551187B99C55C,N-Dubz,Don't Get Nine,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Jane Child - Don't Let It Get To You (Album Version),Edith Piaf - Dont Cry,Kanye West - Graduation Day,Jane Child - Don't Let It Get To You (Album Version),Edith Piaf - Dont Cry,Kanye West - Graduation Day,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Gang Starr - The Illest Brother,Esmée Denters - Getting Over You,Esmée Denters - Getting Over You,Sammie - I Like It (Remix),JayMay - You Are The Only One I Love,Esmée Denters - Getting Over You,Gang Starr - The Illest Brother,Anastacia - Club Megamix
TRRKBRB128EF35E2DA,SOPZQDB12A6D4F5D62,ARLSC551187B99C55C,N-Dubz,Feva Las Vegas,reggae,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Swollen Members - Concerto,Redman - Soopaman Luva 3,OutKast - Claimin' True,Swollen Members - Concerto,Redman - Soopaman Luva 3,OutKast - Claimin' True,Lauryn Hill - Interlude 5,N-Dubz - Defeat You,Young Jeezy - Still On It,N-Dubz - Defeat You,Young Jeezy - Still On It,Fabrizio De Andrè - Sinan Capudan Pascià,Oxide And Neutrino - N Digga Dee,N-Dubz - Defeat You,Jewel - Leave The Lights On (Album Version),N-Dubz - Defeat You,Oxide And Neutrino - N Digga Dee,Young Jeezy - Still On It
TRYPJXU128F92F621C,SOQPAPP12AB01856E3,ARLSC551187B99C55C,N-Dubz,Secrets,reggae,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Anastacia - Club Megamix,Classified - Freezin In The Cold,Common - Book Of Life,Anastacia - Club Megamix,Classified - Freezin In The Cold,Sage Francis - Keep Moving,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Big Brovaz - Find A Way,N-Dubz - Work Work,Heidi Montag - Blackout,No Use For A Name - Why Doesn't Anybody Like Me?,Faithless - The Man In You,Lauryn Hill - Interlude 5,Faithless - The Man In You,No Use For A Name - Why Doesn't Anybody Like Me?
TRGNBCC128F92F6218,SOYFJUA12AB01856D2,ARLSC551187B99C55C,N-Dubz,Work Work,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Jonny Lang - Breakin Me,Babyface - Seven Seas,Blues Traveler - Hook,Jonny Lang - Breakin Me,Blues Traveler - Hook,Michael Jackson - Call On Me,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,Lauryn Hill - Interlude 5,The Pharcyde - Passin' Me By,Ricky Van Shelton - Don't We All Have the Right,Vanilla Ice - Ice Is Workin' It,The Seahorses - I Want You To Know,Vanilla Ice - Ice Is Workin' It,The Pharcyde - Passin' Me By,Lauryn Hill - Interlude 5
TRDNAVT128F428A246,SOSCPLZ12A8C1394B1,ARD2NDU1187B99B615,Dropkick Murphys,Good Rats (Live),reggae,Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Billy Currington - That's How Country Boys Roll,The Dubliners - The Molly Maguires,Fiddler's Green - Sporting Day,Billy Currington - That's How Country Boys Roll,The Dubliners - The Molly Maguires,Fad Gadget - Plain Clothes,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Snoop Dogg - Snoopafella (Edited),Snoop Dogg - Snoopafella (Edited),Bellamy Brothers - Old Hippie,Moe Bandy - The Strawberry Roan,Rosanne Cash - Tennessee Flat Top Box,Tony Joe White - Roosevelt And Ira Lee,Bellamy Brothers - Old Hippie,Bellamy Brothers - Old Hippie,Tony Joe White - Roosevelt And Ira Lee,Snoop Dogg - Snoopafella (Edited)
TRRHCOS128F4248193,SOCUAWC12A8C1310A4,ARPK4HR1187B9A289D,Tito El Bambino,Sol_ Playa Y Arena,reggae,Violadores del Verso - Dale tiempo al rumor,Abba - Move On,Horace Andy - Horse With No Name,Violadores del Verso - Dale tiempo al rumor,Abba - Move On,Horace Andy - Horse With No Name,Joan Manuel Serrat - La Aristocracia del Barrio,Inti Illimani - El Arado,Panteón Rococó - La Carencia,Joan Manuel Serrat - La Aristocracia del Barrio,Inti Illimani - El Arado,Panteón Rococó - La Carencia,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Violadores del Verso - Dale tiempo al rumor,Violadores del Verso - Cantando,Violadores del Verso - La ciudad nunca duerme,Panteón Rococó - La Carencia,Ricardo Arjona - Ayudame Freud,Inti Illimani - El Arado,Panteón Rococó - La Carencia,Ricardo Arjona - Ayudame Freud,Inti Illimani - El Arado
TRFGOUF128F9348838,SONUORR12AB018724D,AR1WWVL1187B9B0306,UB40,I Don't Want To See You Cry,reggae,Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Twista - I'm A Winner (Amended Album Version),Edith Piaf - Dont Cry,Magic Affair - Give Me All Your Love,Mutya Buena - Not Your Baby,Edith Piaf - Dont Cry,Magic Affair - Give Me All Your Love,Mutya Buena - Not Your Baby,Tech N9ne - One Good Time,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Tech N9ne - One Good Time,Miami Sound Machine - Words Get In The Way,Lionel Richie - Just For You,Lionel Richie - Just For You,Miami Sound Machine - Words Get In The Way,Nina Simone - After You've Gone (live),Lionel Richie - Just For You,Miami Sound Machine - Words Get In The Way,Tech N9ne - One Good Time
TRQLICG12903CBFAFD,SOGXHTF12A58A7C7E8,AR1WWVL1187B9B0306,UB40,Come Back Darling,reggae,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Danity Kane - Hold Me Down (Album Version),Gerry Rafferty - Waiting For The Day,Bizzy Bone - I Need You,Tift Merritt - Your Love Made A U Turn,Gerry Rafferty - Waiting For The Day,Bizzy Bone - I Need You,Tift Merritt - Your Love Made A U Turn,Eminem - My Darling,Keri Noble - Piece Of My Heart,Dionne Warwick - This Empty Place,Eminem - My Darling,Dionne Warwick - This Empty Place,Keri Noble - Piece Of My Heart,Percy Sledge - My Special Prayer,Etta James - My Dearest Darling,Johnny Nash - Stir It Up,Percy Sledge - My Special Prayer,Etta James - My Dearest Darling,Johnny Nash - Stir It Up
TREKDZI128F146A972,SOLFMIZ12A6D4F8330,AR1WWVL1187B9B0306,UB40,Here I Am (Come And Take Me),reggae,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Death In Vegas - Girls,Michael Penn - Comfort,Robbie Williams - Come Take Me Over,Death In Vegas - Girls,Michael Penn - Comfort,Robbie Williams - Come Take Me Over,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Danity Kane - Hold Me Down (Album Version),Danity Kane - Hold Me Down (Album Version),Will.I.Am - Fantastic,Róisín Murphy - Checkin' On Me,R. Kelly - Hump Bounce,Dr Feelgood - You Shouldn't Call The Doctor (If You Can't Afford The Bills),Ringo Starr - Where Did Our Love Go,R. Kelly - Hump Bounce,Dr Feelgood - You Shouldn't Call The Doctor (If You Can't Afford The Bills),Will.I.Am - Fantastic
TRJDXEG128E07820DB,SOZPNNF12A6310D8B1,AR1WWVL1187B9B0306,UB40,Light My Fire,reggae,Lauryn Hill - Interlude 5,Vanilla Ice - It's A Party,Britney Spears - Radar,Lauryn Hill - Interlude 5,Britney Spears - Radar,Vanilla Ice - It's A Party,The Replacements - Love You Till Friday,Britney Spears - Radar,Ray Charles - Don't You Know,The Replacements - Love You Till Friday,Britney Spears - Radar,Ray Charles - Don't You Know,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Thousand Foot Krutch - Set It Off,Anastacia - Club Megamix,Thousand Foot Krutch - Set It Off,Alphaville - Ariana,Peter Tosh - Buk-In-Hamm Palace (2002 Digital Remaster),Bic Runga - Say After Me,Peter Tosh - Buk-In-Hamm Palace (2002 Digital Remaster),Alphaville - Ariana,Bic Runga - Say After Me,Peter Tosh - Buk-In-Hamm Palace (2002 Digital Remaster),Alphaville - Ariana
TRKHYKB128E0789D42,SOHQEMS12A6701C57C,ARJ7KF01187B98D717,Coldplay,Til Kingdom Come,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Dusty Springfield - Meditation,Vashti Bunyan - Hidden,Babyface - Seven Seas,Dusty Springfield - Meditation,Vashti Bunyan - Hidden,Babyface - Seven Seas,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eric B. & Rakim - I Know You Got Soul,Alicia Keys - Tell You Something (Nana's Reprise),Suicidal Tendencies - Which Way To Free?,RBD - Wanna Play,Suicidal Tendencies - Which Way To Free?,Al Jarreau - Look What You've Done For Me,Jack Greene - Until My Dreams Come True,Suicidal Tendencies - Which Way To Free?,Al Jarreau - Look What You've Done For Me,Jack Greene - Until My Dreams Come True
TRDVELE128F932810A,SOIHOTW12A8C142198,AR91C8S1187B990901,Bruce Springsteen,Brothers Under The Bridges ('83),rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Johnny Cash - Daddy Sang Bass,Opera IX - Immortal Chant,Johnny Horton - The Battle Of New Orleans,Johnny Cash - Daddy Sang Bass,Opera IX - Immortal Chant,Chris De Burgh - Last Night,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoop Dogg - Snoopafella (Edited),Lauryn Hill - Interlude 5,Snoop Dogg - Snoopafella (Edited),Us3 - Just Another Brother,Dar Williams - Mortal City,Dave Alvin - Ashgrove,Savoy Brown - Savoy Brown Boogie,Snoop Dogg - Snoopafella (Edited),Snoop Dogg - Snoopafella (Edited),Dave Alvin - Ashgrove,John Denver - El Paso
TRCONIY128F932A7DA,SOEFSBZ12A8C1359C4,AR91C8S1187B990901,Bruce Springsteen,The Big Payback,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Big L - Lifestylez Ov Da Poor & Dangerous,Us3 - It's Like That,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Big L - Lifestylez Ov Da Poor & Dangerous,Us3 - It's Like That,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - Overdose (Album Version),Shaggy - Luv Me Up,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,The Brian Setzer Orchestra - Nosey Joe,The Replacements - God Damn Job,Bob Marley - Stop The Train,The Brian Setzer Orchestra - Nosey Joe,The Replacements - God Damn Job,Andrew Jackson Jihad - Survival Song
TRWULBB128F42670A3,SOFVHKR12A8C1325B4,AR91C8S1187B990901,Bruce Springsteen,The Ties That Bind,rock,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Harry Belafonte - Angelina,Kevin Devine - It's Only Your Life,"Brand New Heavies_ The - You Are The Universe (Roger's Universal 7"" Edit)",Harry Belafonte - Angelina,Kevin Devine - It's Only Your Life,Lynyrd Skynyrd - That Smell,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,DMX - Keep Your Shit The Hardest,Floetry - Getting Late,Brownstone - 5 Miles To Empty,Paula Abdul - Crazy Cool,Willie Dixon - That's My Baby,David Bisbal - Cry For Me,Joe Bonamassa - Walk In My Shadow,Willie Dixon - That's My Baby,David Bisbal - Cry For Me,Floetry - Getting Late
TROQFYY128F429DBA0,SOBNUTR12A8C140BE8,ARVG4OK1187B9B6BD3,The Killers,Sam's Town,rock,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Nelly - Splurge,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Common - Book Of Life,King Tee - Act A Fool,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),King Tee - Act A Fool,Common - Book Of Life,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Willie Nelson - Remember Me,Michael Jackson - Man In The Mirror,Joss Stone - You Had Me (Live),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rosanne Cash - This World,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Joss Stone - You Had Me (Live),Bobbie Gentry - Fancy
